ticket_id,airline_flight,name,gender,dob,dop,dod,is_adult,from,to,distance,num_stops,has_loyalty,price_tier,price
IDXX40894,Adonis\AS-063,Ms. Clara Grubbs,F,2003-04-03,2021-07-29,2021-12-20,1,Indonesia,Christmas Island,1409.01,0,1,2,698.06
IDXX30927,Adonis\AS-582,Mr. Joshua Carroll,M,2019-05-15,2021-08-23,2022-06-25,0,Palau,Antigua and Barbuda,16760.91,2,1,2,3195.47
IDXX64525,Adonis\AS-856,Mr. John Carson,M,2001-01-31,2021-01-31,2022-01-04,1,Northern Mariana Islands,Pitcairn Islands,10540.64,1,1,1,1313.71
IDXX75216,Adonis\AS-122,Ms. Malorie Perkins,F,2016-06-29,2021-04-20,2021-10-01,0,Bahamas,Montserrat,1829.13,1,0,2,666.12
IDZZ17265,Omega\OG-562,Mr. Alexander Chiapetti,M,1996-04-09,2021-09-10,2022-07-22,1,French Southern Territories,Sudan,7909.94,0,0,1,995.99
IDZZ70527,Omega\OG-733,Ms. Essie Johns,F,2004-06-28,2021-12-27,2022-08-15,1,Egypt,France,3315.4,0,1,1,648.95
IDZZ16462,Omega\OG-131,Ms. Merilyn Westerlund,F,2021-01-20,2021-08-31,2022-05-11,0,Brazil,São Tomé and Príncipe,6641.41,0,0,1,817.25
IDXX90541,Adonis\AS-318,Ms. Lindsey Jacobsen,F,2011-02-23,2021-02-08,2021-12-02,0,British Indian Ocean Territory,Namibia,6002.24,0,1,1,889.65
IDZZ02911,Omega\OG-216,Ms. Audra Fields,F,1984-03-16,2021-05-08,2021-12-17,1,Gaza Strip,Niue,17253.26,2,0,1,1340.92
IDYY15423,Calisto\CS-135,Mr. Thomas Mccleary,M,2000-11-13,2021-06-01,2021-11-28,1,San Marino,Guatemala,9785.32,1,1,2,1792.08
IDZZ15307,Omega\OG-486,Ms. Vivian Gerken,F,2004-11-26,2021-11-11,2022-03-22,1,Japan,Vanuatu,6487.5,1,1,2,1068.93
IDZZ33820,Omega\OG-463,Ms. Rosemary Chapin,F,2008-05-01,2021-11-06,2021-12-20,0,Pitcairn Islands,Belarus,16214.78,2,1,2,1926.96
IDZZ97912,Omega\OG-210,Mr. Eugenio Bowman,M,1986-01-26,2021-02-19,2021-10-04,1,Palestinian Territories,Ghana,4601.9,1,0,1,693.05
IDXX02578,Adonis\AS-520,Ms. Susanna Whitlow,F,2019-11-17,2021-02-01,2021-02-21,0,United Kingdom,Montserrat,6535.96,2,1,3,1946.07
IDXX28003,Adonis\AS-974,Ms. Arlene Vorse,F,1985-10-14,2021-06-27,2021-08-28,1,Nigeria,Spain,3703.19,0,0,2,1231.28
IDYY04627,Calisto\CS-272,Ms. Johanna Roberson,F,1998-09-05,2021-03-05,2021-04-05,1,Libya,Netherlands,3041.4,2,1,2,708.79
IDXX97424,Adonis\AS-569,Ms. Louann Spivey,F,2003-10-12,2021-01-09,2021-06-04,1,Brunei,Cook Islands,9735.6,2,0,2,2245.95
IDXX40400,Adonis\AS-526,Mr. Richard Ochs,M,2005-09-15,2021-01-27,2021-02-15,0,United Kingdom,Macau,9557.26,2,1,2,1897.01
IDXX74666,Adonis\AS-062,Mr. Larry Graf,M,2000-11-08,2021-08-10,2021-10-09,1,Chad,Iceland,6197.17,1,0,3,2261.21
IDZZ64071,Omega\OG-407,Ms. Kendra Metzger,F,2019-03-30,2021-11-15,2021-12-03,0,Netherlands,Uganda,6183.57,1,0,2,1032.72
IDZZ00671,Omega\OG-103,Ms. Maureen Amezaga,F,2016-07-06,2021-03-07,2022-02-15,0,Micronesia,Pakistan,8759.36,2,0,1,717.09
IDXX77030,Adonis\AS-209,Mr. Ronald Holder,M,1991-12-13,2021-03-26,2021-12-26,1,Brunei,Georgia,8150.59,1,0,2,2034.11
IDXX10246,Adonis\AS-267,Mr. Frank Toevs,M,2014-02-28,2021-04-16,2021-09-13,0,Tuvalu,Greenland,12334.7,1,0,2,2769.61
IDZZ51506,Omega\OG-391,Mr. Jack Hunter,M,1994-05-10,2021-06-17,2022-02-27,1,Philippines,Taiwan,1207.29,2,1,2,405.22
IDZZ83589,Omega\OG-707,Mr. Craig Pike,M,1992-03-04,2021-07-15,2021-11-02,1,Morocco,Niger,2196.78,1,1,2,611.97
IDZZ85361,Omega\OG-304,Mr. James Coviello,M,2000-11-07,2021-10-26,2022-02-02,1,Kazakhstan,Jamaica,11859.82,1,0,2,1846.81
IDXX20233,Adonis\AS-425,Mr. John Purcell,M,1999-05-06,2021-01-18,2021-07-26,1,Botswana,Sierra Leone,5249.91,2,1,1,751.05
IDZZ88596,Omega\OG-571,Ms. Rachel Childress,F,1988-12-28,2021-06-03,2022-04-28,1,Tanzania,Honduras,13543.1,2,0,1,1108.5
IDXX05078,Adonis\AS-754,Ms. Marilyn Bernier,F,2009-12-08,2021-07-02,2021-12-27,0,Antigua and Barbuda,Guatemala,3036.8,0,1,2,904.34
IDZZ48326,Omega\OG-107,Mr. Dennis Mackenzie,M,2005-06-02,2021-05-12,2021-07-21,1,São Tomé and Príncipe,Kuwait,5412.81,2,0,2,949.77
IDYY03625,Calisto\CS-490,Ms. Janice Herman,F,1998-12-27,2021-01-31,2021-08-16,1,Monaco,Panama,9218.12,1,1,1,1039.4
IDYY44660,Calisto\CS-089,Ms. Irma Fane,F,1982-10-19,2021-03-07,2021-03-21,1,Timor-Leste,New Zealand,5998.47,2,0,3,1738.61
IDXX16085,Adonis\AS-179,Ms. Charlotte Meyer,F,1992-04-29,2021-10-13,2021-12-12,1,Saint Kitts and Nevis,Angola,9417.87,1,0,3,3229.64
IDXX41767,Adonis\AS-229,Ms. April Castle,F,2002-07-29,2021-12-27,2022-02-18,1,Honduras,Kazakhstan,12512.0,1,1,2,2605.36
IDXX95675,Adonis\AS-095,Ms. Barbara Pruitt,F,2001-12-04,2021-04-05,2022-03-01,1,France,Bahamas,7263.83,1,1,1,1010.74
IDXX14936,Adonis\AS-028,Ms. Tina Perez,F,2018-12-19,2021-08-31,2022-05-07,0,Syria,Guam,10559.47,2,0,2,2313.63
IDYY68142,Calisto\CS-321,Mr. Clint Barkan,M,1993-08-25,2021-02-17,2021-12-25,1,Zambia,El Salvador,13210.27,2,0,2,2411.65
IDZZ57462,Omega\OG-052,Ms. Susan Wallace,F,2021-05-18,2021-08-01,2021-10-10,0,Palestinian Territories,Bolivia,11784.42,1,0,2,1714.43
IDYY31560,Calisto\CS-514,Ms. Elizabeth Oneal,F,2000-09-12,2021-09-14,2021-10-31,1,France,Oman,5541.31,2,1,3,2206.485
IDZZ02354,Omega\OG-515,Ms. Helen Jacquier,F,1991-12-24,2021-10-23,2022-01-05,1,Albania,Pitcairn Islands,16530.48,2,0,2,2273.67
IDXX78829,Adonis\AS-590,Ms. Nichole Bohnsack,F,2000-11-27,2021-10-30,2022-06-16,1,Seychelles,Bulgaria,6083.35,2,0,1,912.08
IDZZ96485,Omega\OG-419,Mr. Robert Hickox,M,2006-08-20,2021-10-27,2022-02-05,0,Mali,Guam,15171.33,1,1,2,1909.78
IDYY43338,Calisto\CS-490,Ms. Helen Clark,F,1980-05-07,2021-02-28,2021-03-16,1,Iran,Honduras,13231.63,1,0,2,2530.68
IDYY96295,Calisto\CS-903,Mr. Michael Dalton,M,1980-08-08,2021-07-09,2021-09-16,1,Cook Islands,Bhutan,12975.63,1,1,2,2247.47
IDZZ56712,Omega\OG-352,Ms. Karin Carney,F,1984-12-03,2021-03-11,2021-08-12,1,Serbia,Kiribati,15412.07,2,1,2,1931.58
IDYY45765,Calisto\CS-535,Ms. Mary Bennett,F,1983-09-12,2021-03-14,2021-08-29,1,Argentina,Haiti,6452.07,2,0,2,1335.22
IDZZ27046,Omega\OG-880,Mr. Gregory Miller,M,2015-10-12,2021-04-23,2021-06-01,0,Kyrgyzstan,France,5657.33,2,1,2,789.26
IDYY26594,Calisto\CS-147,Ms. Donald Hall,F,2008-11-01,2021-08-17,2021-11-02,0,Solomon Islands,Germany,14652.52,1,1,2,2383.86
IDZZ71075,Omega\OG-265,Ms. Barbara Zepeda,F,1992-10-19,2021-07-14,2021-10-11,1,Niger,New Zealand,17152.74,2,0,2,2349.6
IDXX59701,Adonis\AS-118,Mr. Ronald Stephens,M,2021-01-28,2021-11-08,2022-02-25,0,Luxembourg,Bosnia and Herzegovina,1095.23,1,1,2,469.9
IDXX80138,Adonis\AS-124,Ms. Frances Reed,F,2014-12-17,2021-08-09,2022-02-09,0,Slovakia,Armenia,2218.11,1,1,1,472.27
IDZZ59919,Omega\OG-013,Ms. Victoria Bandy,F,1993-03-04,2021-06-19,2022-04-07,1,Macau,Czech Republic,8703.16,2,0,1,813.98
IDXX62293,Adonis\AS-809,Mr. William Harpin,M,1996-12-27,2021-12-19,2022-07-20,1,Ecuador,Kuwait,13534.65,1,1,1,1575.38
IDYY78052,Calisto\CS-431,Mr. Michael Elumbaugh,M,1988-01-28,2021-12-04,2022-02-28,1,New Caledonia,South Georgia and the South Sandwich Islands,11386.77,1,1,2,2016.45
IDYY56737,Calisto\CS-425,Ms. Sharon Sanches,F,2014-10-21,2021-06-01,2021-06-28,0,U.S. Virgin Islands,Rwanda,10590.41,1,0,2,1995.42
IDYY47352,Calisto\CS-296,Mr. Shawn Hawkins,M,2015-12-03,2021-10-12,2022-04-02,0,Ukraine,Lesotho,8686.48,1,0,2,1697.61
IDXX51739,Adonis\AS-487,Mr. Lawrence Spurlock,M,1989-05-23,2021-04-02,2021-09-28,1,Mexico,Luxembourg,9271.09,2,1,2,1939.64
IDYY90384,Calisto\CS-668,Ms. Melissa Harshman,F,1990-11-07,2021-05-23,2022-03-12,1,British Indian Ocean Territory,Somalia,3127.1,2,1,2,715.52
IDXX43519,Adonis\AS-935,Mr. Bradly Rodriguez,M,1987-04-16,2021-09-14,2021-11-30,1,Cyprus,Australia,12494.16,1,0,2,2900.35
IDYY24424,Calisto\CS-212,Mr. Richard Hutchins,M,2000-06-01,2021-10-26,2022-09-22,1,Pitcairn Islands,Cocos [Keeling] Islands,13713.19,1,1,1,1363.3
IDZZ82754,Omega\OG-505,Mr. Kenneth Carraway,M,2017-09-02,2021-01-22,2021-06-20,0,Chad,Ghana,2307.86,0,1,2,623.87
IDXX26639,Adonis\AS-756,Mr. Bruce Killian,M,2006-02-26,2021-01-15,2021-08-18,0,Haiti,Palestinian Territories,10462.1,1,1,1,1210.33
IDXX96448,Adonis\AS-457,Mr. Philip Hartman,M,1994-01-17,2021-03-08,2021-06-15,1,Cocos [Keeling] Islands,Libya,9609.85,1,0,2,2328.13
IDXX71658,Adonis\AS-306,Mr. Sherman Moorehead,M,2003-04-06,2021-07-21,2022-07-03,1,Antarctica,British Indian Ocean Territory,8830.14,2,1,2,1853.64
IDZZ27649,Omega\OG-170,Mr. Daniel Sanders,M,2019-08-24,2021-09-30,2022-01-11,0,Ireland,Saudi Arabia,5500.06,0,1,2,962.55
IDZZ53277,Omega\OG-162,Mr. Ali Pettiford,M,2012-02-10,2021-03-02,2022-01-20,0,Cameroon,Turkmenistan,5877.99,2,1,1,500.8
IDZZ38125,Omega\OG-004,Ms. Anne Scott,F,1997-07-16,2021-04-15,2021-04-25,1,Chile,Uruguay,1494.21,0,0,3,789.91
IDYY99139,Calisto\CS-663,Ms. Tracey Silveira,F,2000-06-07,2021-10-16,2022-04-13,1,Cocos [Keeling] Islands,Congo [Republic],9038.66,2,0,2,1746.73
IDZZ43811,Omega\OG-635,Mr. Brian Balint,M,2001-09-12,2021-11-12,2022-06-29,1,Argentina,Antigua and Barbuda,6178.45,1,1,1,696.68
IDXX30345,Adonis\AS-184,Ms. Shirley Reid,F,1989-04-27,2021-01-23,2021-03-11,1,Luxembourg,Seychelles,7693.58,2,1,2,1651.68
IDYY97531,Calisto\CS-651,Mr. Neal Reading,M,2003-11-28,2021-09-17,2022-06-14,1,China,Guernsey,8120.78,2,1,1,843.32
IDYY88438,Calisto\CS-403,Ms. Denice Janis,F,1980-07-12,2021-10-21,2021-12-13,1,Gambia,Tajikistan,8793.05,2,1,2,1541.9
IDZZ67775,Omega\OG-251,Mr. Calvin Fouts,M,1992-03-08,2021-02-21,2021-11-01,1,Netherlands Antilles,Lesotho,11384.32,2,0,1,987.37
IDXX91073,Adonis\AS-610,Ms. Lachelle Nedley,F,2017-09-06,2021-03-16,2021-10-18,0,Micronesia,Slovakia,12172.32,1,0,1,1511.35
IDZZ98290,Omega\OG-262,Mr. Austin Carter,M,1981-04-27,2021-02-16,2021-03-25,1,Lebanon,Netherlands Antilles,10599.9,1,1,2,1500.81
IDXX05267,Adonis\AS-172,Ms. Maggie Kirk,F,1998-11-26,2021-02-12,2021-11-12,1,Gibraltar,Mauritania,1769.87,0,0,1,680.27
IDYY51648,Calisto\CS-328,Mr. Robert Turkel,M,2018-03-16,2021-02-20,2021-06-23,0,Hungary,North Korea,7978.27,2,1,2,1311.45
IDZZ51672,Omega\OG-004,Mr. Ryan Small,M,1985-08-21,2021-09-27,2022-04-17,1,Moldova,Lebanon,1634.56,1,1,2,541.5
IDYY38652,Calisto\CS-218,Ms. Leslie Fernandez,F,1986-12-22,2021-08-09,2022-03-08,1,Ghana,Iran,6250.1,2,1,1,719.84
IDXX09149,Adonis\AS-972,Mr. Ricky Johnson,M,2000-12-20,2021-09-08,2021-09-15,1,Papua New Guinea,Egypt,12632.0,2,1,2,2542.91
IDXX99282,Adonis\AS-984,Mr. Jerry Dewinter,M,1986-01-15,2021-01-10,2021-07-16,1,Zambia,Puerto Rico,10931.48,2,1,1,1247.81
IDXX89174,Adonis\AS-865,Ms. Geraldine Dorman,F,1987-11-08,2021-05-10,2021-12-13,1,Nepal,Switzerland,6727.16,2,0,1,967.18
IDYY51279,Calisto\CS-042,Mr. Roy Landis,M,2005-07-14,2021-09-08,2021-09-23,1,Belgium,Jamaica,7897.74,0,1,2,1612.17
IDYY16794,Calisto\CS-417,Ms. Lois Soto,F,2007-08-28,2021-02-26,2021-09-21,0,Georgia,Comoros,6032.55,1,1,1,703.81
IDXX41201,Adonis\AS-643,Ms. Muriel Glover,F,1982-11-09,2021-09-27,2022-02-03,1,Pakistan,Djibouti,3444.94,2,1,2,892.64
IDZZ93085,Omega\OG-379,Ms. Sandra Diaz,F,1997-12-30,2021-01-13,2021-03-30,1,Malawi,Falkland Islands [Islas Malvinas],9122.63,1,1,2,1362.46
IDXX11706,Adonis\AS-156,Mr. Gregory Robertson,M,1994-06-05,2021-06-25,2021-11-02,1,Chile,Kiribati,10447.62,2,1,2,2147.9
IDXX70296,Adonis\AS-478,Ms. Jacinta Kierzewski,F,1990-07-08,2021-10-30,2022-02-11,1,San Marino,Equatorial Guinea,4712.75,1,0,2,1334.19
IDZZ28374,Omega\OG-599,Mr. Don Richards,M,2012-09-30,2021-12-04,2022-05-06,0,Congo [Republic],Italy,4697.9,0,0,2,971.94
IDZZ03363,Omega\OG-305,Ms. Barbara House,F,1999-01-14,2021-10-26,2022-08-02,1,Heard Island and McDonald Islands,Solomon Islands,8938.42,0,1,1,951.81
IDZZ77554,Omega\OG-305,Mr. Brandon Mccormick,M,2021-10-29,2021-04-05,2022-03-05,0,São Tomé and Príncipe,Mauritania,3002.54,2,1,2,493.87
IDYY19169,Calisto\CS-183,Mr. Robert Kling,M,1984-07-30,2021-10-05,2022-03-16,1,Zimbabwe,United States,14346.08,2,0,2,2590.03
IDXX90020,Adonis\AS-130,Mr. Pedro Charpia,M,1980-12-27,2021-03-07,2021-11-15,1,Macau,Cayman Islands,15146.69,1,1,1,1725.87
IDXX65993,Adonis\AS-855,Ms. Karen Rosado,F,2002-05-17,2021-11-22,2022-07-17,1,Yemen,Faroe Islands,6722.76,2,1,2,1474.16
IDYY31958,Calisto\CS-463,Mr. John Rose,M,1986-06-26,2021-04-01,2021-07-31,1,South Africa,Côte d'Ivoire,5217.91,2,0,2,1138.05
IDYY49093,Calisto\CS-094,Mr. Francis Gonzales,M,2010-08-27,2021-07-23,2021-08-18,0,Grenada,Netherlands Antilles,811.08,0,0,2,551.13
IDYY55868,Calisto\CS-989,Ms. Sherry Boyd,F,2007-05-05,2021-01-27,2021-02-02,0,Croatia,Réunion,8428.31,1,1,2,1481.71
IDYY80844,Calisto\CS-801,Mr. Carlton Jackson,M,1996-01-31,2021-04-17,2021-08-26,1,Canada,Sri Lanka,12882.24,2,0,2,2373.39
IDYY63066,Calisto\CS-808,Ms. Shelly Hamby,F,2017-11-10,2021-09-10,2022-06-30,0,Vatican City,Barbados,7557.2,2,1,1,709.15
IDZZ05741,Omega\OG-823,Mr. Albert Zabinski,M,2021-09-11,2021-12-08,2022-08-12,0,Niger,South Africa,5592.98,1,1,1,568.03
IDXX68241,Adonis\AS-138,Ms. Brenda Gravley,F,1994-05-08,2021-04-26,2021-11-01,1,Grenada,American Samoa,12321.57,2,0,1,1534.99
IDXX18739,Adonis\AS-699,Mr. George Greer,M,2017-05-03,2021-04-29,2021-11-04,0,Kazakhstan,Timor-Leste,8553.85,0,0,1,1263.4
IDYY01433,Calisto\CS-367,Mr. Richard Wirtz,M,1996-02-19,2021-12-02,2022-04-15,1,Slovakia,Cook Islands,16983.04,1,0,2,3135.55
IDYY52335,Calisto\CS-796,Mr. William Browning,M,1984-01-01,2021-12-15,2022-10-14,1,Libya,Bermuda,7787.04,1,0,1,1038.3
IDXX29361,Adonis\AS-813,Ms. Alexis Burke,F,2016-12-09,2021-07-05,2021-10-02,0,Dominican Republic,Tuvalu,12605.94,2,1,2,2449.77
IDYY76649,Calisto\CS-558,Ms. Bertha Schmitt,F,2007-05-10,2021-06-13,2021-09-22,0,Bouvet Island,Lithuania,12342.14,2,1,2,1932.44
IDZZ73830,Omega\OG-225,Ms. Alba Sadowski,F,1986-08-12,2021-06-28,2021-12-07,1,Dominica,Botswana,10271.47,2,0,2,765.12
IDZZ47386,Omega\OG-345,Mr. Charles Mora,M,1992-10-03,2021-09-20,2021-11-24,1,Slovenia,Saint Pierre and Miquelon,5259.44,1,1,2,930.59
IDXX95920,Adonis\AS-101,Ms. Lori Armstrong,F,2012-01-21,2021-06-20,2022-02-13,0,Slovenia,Haiti,8304.44,2,0,2,1863.16
IDXX37587,Adonis\AS-254,Mr. James Kramer,M,1991-04-09,2021-04-30,2022-01-07,1,Tokelau,São Tomé and Príncipe,19044.98,2,0,1,2202.17
IDZZ13009,Omega\OG-197,Ms. Marsha Preston,F,2012-04-01,2021-02-26,2021-09-30,0,Saudi Arabia,Guyana,11213.37,1,1,1,874.73
IDXX53678,Adonis\AS-517,Mr. Darren Deshaies,M,1991-09-30,2021-02-10,2021-11-23,1,São Tomé and Príncipe,India,8175.44,0,0,1,1315.6
IDZZ91999,Omega\OG-178,Mr. Christopher Crews,M,1997-01-14,2021-09-06,2021-12-15,1,Côte d'Ivoire,Armenia,6180.03,1,0,2,1145.76
IDYY38851,Calisto\CS-161,Ms. Martina Engel,F,2009-02-19,2021-03-02,2022-01-09,0,Tonga,Angola,16159.3,1,1,2,2594.1
IDXX10980,Adonis\AS-327,Mr. Conrad Davis,M,2006-10-09,2021-04-28,2021-08-02,0,Bulgaria,Gibraltar,2733.57,2,0,2,745.47
IDZZ82643,Omega\OG-348,Mr. Hunter Snider,M,2000-08-11,2021-01-16,2021-10-22,1,Palestinian Territories,Nauru,13880.84,1,1,1,1112.05
IDZZ68832,Omega\OG-095,Ms. Charlotte Avila,F,1980-01-08,2021-09-24,2021-12-24,1,Lithuania,Liberia,6179.61,2,0,2,1052.88
IDYY82670,Calisto\CS-767,Ms. Dianne Sharp,F,2003-07-25,2021-05-18,2021-11-30,1,Armenia,Slovakia,2218.11,2,0,1,482.56
IDYY09996,Calisto\CS-877,Mr. James Owens,M,2016-01-22,2021-01-13,2021-07-29,0,Malawi,North Korea,11237.37,1,0,1,1203.0
IDYY88111,Calisto\CS-069,Ms. Nancy Gustafson,F,1990-02-09,2021-06-13,2022-05-11,1,Saint Lucia,Sweden,8105.02,0,1,1,1065.53
IDXX60939,Adonis\AS-249,Ms. Jamie Price,F,2019-03-24,2021-12-29,2022-06-11,0,Montserrat,Brunei,17644.3,1,1,2,3447.54
IDXX83877,Adonis\AS-033,Mr. George Fowler,M,2017-07-01,2021-02-01,2021-04-28,0,Chad,Mexico,12310.77,2,1,2,2392.46
IDXX72575,Adonis\AS-397,Mr. Matthew Dick,M,1996-11-24,2021-01-28,2021-07-01,1,Niue,Pitcairn Islands,4410.58,2,0,2,1181.47
IDYY97821,Calisto\CS-185,Ms. Camille Coleson,F,1994-08-08,2021-04-18,2021-11-23,1,Panama,Bulgaria,10674.92,2,0,1,1158.14
IDYY24072,Calisto\CS-926,Mr. Michael Wilks,M,2007-01-08,2021-02-10,2021-10-18,0,Mayotte,Iceland,10155.53,1,1,1,999.44
IDZZ98022,Omega\OG-396,Mr. Andy Depalma,M,2006-09-01,2021-06-03,2022-02-11,0,Canada,Dominican Republic,5138.14,1,1,1,550.44
IDZZ54520,Omega\OG-957,Mr. Willie Gannon,M,1988-01-21,2021-08-19,2021-10-15,1,Eritrea,Burkina Faso,4476.85,1,0,2,475.24
IDYY12461,Calisto\CS-103,Ms. Irene Anderson,F,2011-05-09,2021-01-05,2021-10-26,0,British Indian Ocean Territory,Mozambique,4170.06,0,0,1,757.08
IDYY99148,Calisto\CS-037,Ms. Lynda Burgess,F,2008-06-10,2021-06-14,2021-10-15,0,Laos,Bermuda,14072.12,1,1,2,2298.31
IDXX56435,Adonis\AS-571,Mr. Barry Treuter,M,1996-07-17,2021-02-03,2021-02-16,1,Wallis and Futuna,Thailand,9588.73,0,1,2,2173.71
IDZZ73925,Omega\OG-379,Ms. Norma Katz,F,2001-07-05,2021-03-08,2022-01-15,1,Qatar,Fiji,14600.26,1,1,2,1947.91
IDZZ25253,Omega\OG-281,Ms. Maude Perryman,F,1990-03-25,2021-03-18,2021-09-04,1,Martinique,Andorra,6688.82,0,1,2,1190.92
IDZZ00423,Omega\OG-748,Mr. Nicolas Vaccaro,M,2002-04-30,2021-04-05,2022-04-02,1,Congo [DRC],Réunion,4116.6,0,1,2,910.9
IDYY66291,Calisto\CS-009,Mr. Daryl Modrak,M,1994-03-16,2021-11-14,2022-01-14,1,Congo [DRC],Gaza Strip,4158.74,2,1,2,869.87
IDZZ34758,Omega\OG-277,Mr. Woodrow Sorensen,M,1997-09-22,2021-12-04,2021-12-20,1,Lithuania,Madagascar,8513.7,0,0,2,1533.12
IDZZ04140,Omega\OG-099,Mr. David Cripe,M,2008-11-18,2021-02-11,2022-01-25,0,Mauritius,Togo,6995.27,0,1,1,746.46
IDXX98355,Adonis\AS-155,Ms. Yasuko Benner,F,2010-07-24,2021-04-26,2022-04-23,0,Uzbekistan,Falkland Islands [Islas Malvinas],15721.41,1,0,2,3440.98
IDZZ35863,Omega\OG-841,Mr. Gary Siegrist,M,1983-04-01,2021-01-07,2021-06-07,1,Cook Islands,Swaziland,14584.08,2,0,2,2057.42
IDXX14547,Adonis\AS-577,Ms. Jane Gatson,F,1987-06-03,2021-01-28,2021-03-16,1,North Korea,Palau,3721.07,1,0,2,1155.52
IDYY25185,Calisto\CS-038,Ms. Hilda Benefield,F,1986-12-22,2021-11-20,2022-10-31,1,Turks and Caicos Islands,Zimbabwe,11877.46,2,0,1,1252.9
IDYY91431,Calisto\CS-588,Ms. Gloria Bonardi,F,1992-02-10,2021-07-24,2021-10-07,1,Central African Republic,Bulgaria,4045.85,0,0,2,1196.63
IDYY60499,Calisto\CS-737,Ms. Harriet Braud,F,2007-08-05,2021-09-23,2022-08-19,0,South Africa,Saint Lucia,10233.12,2,1,1,896.2
IDXX64152,Adonis\AS-507,Ms. Caridad Bean,F,2009-08-13,2021-10-04,2021-10-09,0,Western Sahara,Paraguay,7235.1,1,0,3,2466.34
IDYY89955,Calisto\CS-277,Mr. Emerson Cerda,M,2007-04-27,2021-04-29,2022-02-10,0,Ukraine,Venezuela,10053.16,2,1,1,890.76
IDXX66557,Adonis\AS-813,Mr. Dannie Holsworth,M,1983-05-14,2021-12-28,2022-09-05,1,Greece,Senegal,4475.71,0,0,1,951.18
IDYY17823,Calisto\CS-188,Mr. Steven Meek,M,1990-03-03,2021-12-13,2022-04-25,1,Montserrat,Rwanda,10300.39,1,0,2,2063.2
IDZZ21953,Omega\OG-548,Mr. David Sable,M,1996-12-14,2021-09-25,2022-02-19,1,Venezuela,Finland,9510.07,0,0,2,1659.28
IDYY31700,Calisto\CS-723,Mr. Charles Hopkins,M,2008-03-03,2021-09-24,2021-12-16,0,Swaziland,Vietnam,9446.55,2,0,2,1696.63
IDYY90941,Calisto\CS-216,Mr. Rickey Clark,M,1989-05-31,2021-06-13,2022-05-11,1,Guinea,Grenada,5667.65,0,0,1,992.08
IDZZ77039,Omega\OG-216,Ms. Emily Lopez,F,1997-12-12,2021-03-07,2022-01-16,1,Monaco,Papua New Guinea,14100.76,2,1,2,1796.63
IDZZ10137,Omega\OG-591,Mr. Kenneth Hunter,M,1983-10-08,2021-07-27,2022-05-21,1,Samoa,Pakistan,13512.02,1,1,2,1829.07
IDZZ91433,Omega\OG-755,Mr. Joel Dornier,M,2008-03-11,2021-08-24,2021-10-21,0,Kyrgyzstan,Mexico,12814.09,2,0,2,1726.46
IDXX68527,Adonis\AS-296,Mr. Benjamin Brill,M,1990-09-23,2021-10-01,2022-04-20,1,Estonia,Liechtenstein,1634.18,2,0,1,462.42
IDXX27990,Adonis\AS-707,Ms. Francene Thomas,F,2012-07-02,2021-05-25,2021-07-10,0,Colombia,Jamaica,1542.07,1,0,3,762.96
IDZZ87901,Omega\OG-474,Ms. Dorothy Massey,F,1986-01-30,2021-11-10,2022-09-03,1,Djibouti,Madagascar,3437.66,1,0,2,820.89
IDYY58368,Calisto\CS-402,Mr. Michael Turnipseed,M,2001-10-07,2021-06-22,2022-01-29,1,Nepal,Uzbekistan,2286.46,2,0,2,668.61
IDXX67639,Adonis\AS-868,Mr. Nathan Elder,M,2007-01-30,2021-12-21,2022-06-13,0,Isle of Man,Uruguay,10834.52,2,1,2,2134.78
IDZZ28282,Omega\OG-470,Mr. Larry Graham,M,1994-04-18,2021-11-16,2022-07-09,1,Marshall Islands,Peru,12748.78,2,1,2,1644.11
IDXX06798,Adonis\AS-298,Ms. Thelma Chan,F,2005-11-13,2021-03-22,2022-03-02,1,San Marino,Svalbard and Jan Mayen,3775.5,2,0,1,679.6
IDYY24657,Calisto\CS-889,Ms. Cathy Dean,F,2013-10-20,2021-03-14,2021-04-04,0,Bangladesh,Paraguay,16859.93,2,1,3,5709.84
IDZZ14033,Omega\OG-765,Ms. Olive Zellars,F,1980-02-28,2021-07-07,2022-01-07,1,San Marino,Somalia,5432.66,1,0,1,738.05
IDZZ28039,Omega\OG-510,Ms. Bridget Dewitt,F,1991-02-18,2021-10-17,2022-09-04,1,Bhutan,Germany,6994.28,0,0,2,1361.32
IDXX52263,Adonis\AS-227,Ms. Rose Mclain,F,2019-12-01,2021-08-09,2021-08-16,0,Thailand,Bhutan,1693.04,0,0,2,740.12
IDZZ93593,Omega\OG-490,Ms. Aida Somers,F,2015-04-27,2021-01-27,2021-11-15,0,Brunei,Saint Vincent and the Grenadines,18037.69,2,0,1,1274.37
IDZZ41160,Omega\OG-102,Ms. Karyn Hyman,F,2003-02-25,2021-05-27,2022-01-05,1,Djibouti,Laos,6446.63,0,1,1,816.37
IDZZ09604,Omega\OG-563,Ms. Susan Gatton,F,2019-06-05,2021-03-26,2021-08-08,0,Kyrgyzstan,Nicaragua,13675.36,1,0,2,1953.38
IDXX72570,Adonis\AS-838,Ms. Emily Bunch,F,2014-02-15,2021-05-12,2022-04-09,0,Tanzania,Sri Lanka,5334.78,0,1,2,1322.67
IDXX15611,Adonis\AS-819,Mr. Troy Buttry,M,2012-04-15,2021-12-21,2022-03-22,0,Mozambique,Gambia,6623.8,0,1,2,1560.72
