ticket_id,airline_flight,name,gender,dob,dop,dod,is_adult,from,to,distance,num_stops,has_loyalty,price_tier,price
IDYY09670,Calisto\CS-983,Mr. Christopher Hollman,M,1984-04-20,2021-08-25,2022-06-12,1,Peru,Ecuador,891.11,1,0,2,564.78
IDXX05121,Adonis\AS-025,Ms. Tracy Duck,F,2020-01-23,2021-05-22,2021-12-14,0,Belarus,Northern Mariana Islands,10147.27,1,1,1,1181.39
IDZZ83292,Omega\OG-458,Mr. Ricardo Whitely,M,1987-03-24,2021-05-29,2021-10-27,1,Réunion,Gabon,5276.61,1,1,2,933.87
IDXX09569,Adonis\AS-831,Mr. Ernest Ornelas,M,1981-11-08,2021-06-25,2022-03-11,1,Argentina,Mauritius,11070.22,2,1,1,1262.03
IDXX37856,Adonis\AS-561,Mr. Marcus Klug,M,2016-12-19,2021-11-12,2022-05-29,0,Norfolk Island,Lebanon,15496.53,2,1,2,
IDYY67062,Calisto\CS-499,Mr. Edwin Whitten,M,1993-04-10,2021-07-24,2022-01-01,1,Somalia,Tanzania,1795.71,0,0,2,822.89
IDZZ41072,Omega\OG-113,Ms. Danielle Evers,F,2004-06-02,2021-02-17,2021-12-17,1,Nepal,Sweden,5960.45,1,0,1,773.22
IDZZ26306,Omega\OG-980,Ms. Peggy Profit,F,1997-08-27,2021-11-12,2022-07-03,1,Italy,Singapore,10021.87,1,0,2,
IDYY72550,Calisto\CS-981,Mr. Lawrence Greer,M,1982-08-15,2021-12-31,2022-12-16,1,Serbia,Isle of Man,2163.41,2,0,1,481.67
IDXX54203,Adonis\AS-699,Ms. Kathleen Betts,F,2003-08-30,2021-10-21,2022-09-17,1,Cook Islands,Fiji,2249.78,2,1,2,675.85
IDYY12973,Calisto\CS-248,Ms. Luz Bridgers,F,1991-01-15,2021-07-20,2021-09-22,1,China,India,2987.07,0,1,2,914.94
IDXX84518,Adonis\AS-876,Ms. Lauren Stuckey,F,2001-12-26,2021-10-26,2021-11-09,1,Svalbard and Jan Mayen,Senegal,7333.87,1,1,2,1682.64
IDXX38467,Adonis\AS-160,Mr. William Nails,M,1983-07-31,2021-07-23,2022-02-21,1,Malta,Hungary,1319.78,0,1,1,572.27
IDZZ11582,Omega\OG-530,Ms. Lou Lopez,F,1999-06-17,2021-11-22,2022-01-15,1,Puerto Rico,Tanzania,11449.94,1,1,3,2229.39
IDYY51473,Calisto\CS-860,Ms. Thelma Kim,F,2000-02-01,2021-05-07,2021-08-03,1,Swaziland,Estonia,9493.97,0,1,2,1852.31
IDYY18125,Calisto\CS-482,Ms. Luz Pavlovic,F,1995-05-31,2021-11-27,2022-01-25,1,Guinea-Bissau,Cape Verde,1062.44,2,1,2,415.62
IDYY25739,Calisto\CS-307,Ms. Lidia Kruse,F,2018-12-08,2021-05-25,2021-11-26,0,Côte d'Ivoire,Cayman Islands,8172.85,1,1,1,864.05
IDXX36125,Adonis\AS-801,Mr. Paul Houle,M,2007-07-02,2021-06-14,2022-01-25,0,Swaziland,Bulgaria,7733.79,2,1,1,878.01
IDYY22521,Calisto\CS-820,Ms. Mandy Kennedy,F,1997-02-21,2021-04-16,2022-01-15,1,French Polynesia,Iraq,17868.07,2,1,2,
IDXX62835,Adonis\AS-253,Ms. Lori Gibler,F,2018-03-09,2021-04-13,2022-04-11,0,United States,Iraq,11148.09,2,1,1,1180.72
IDZZ47867,Omega\OG-822,Mr. Albert Ferranti,M,2020-12-28,2021-08-10,2022-03-06,0,Ethiopia,Angola,3376.29,1,1,2,
IDXX49259,Adonis\AS-236,Mr. Jerry Vanorden,M,1995-10-11,2021-01-01,2021-06-10,1,Anguilla,Greenland,6102.0,1,1,2,1449.7
IDZZ64033,Omega\OG-135,Mr. Todd Hargrove,M,1980-02-15,2021-07-08,2022-01-07,1,Ethiopia,Switzerland,5186.35,1,0,1,717.04
IDYY19782,Calisto\CS-304,Ms. Olene Nunez,F,2017-05-24,2021-04-06,2021-12-27,0,Ethiopia,Aruba,11978.02,1,1,1,1131.57
IDZZ65409,Omega\OG-110,Mr. Johnny Crossen,M,2007-01-12,2021-01-21,2021-10-28,0,Syria,Bolivia,12175.86,1,1,1,934.17
IDXX05685,Adonis\AS-842,Ms. Cindy Peterson,F,2015-06-06,2021-09-11,2022-04-02,0,Solomon Islands,Mayotte,12428.26,1,0,2,2775.57
IDXX82750,Adonis\AS-738,Ms. Mary Holland,F,2015-08-28,2021-04-05,2021-04-15,0,Malta,Réunion,7688.81,2,0,2,1733.45
IDXX28339,Adonis\AS-757,Ms. Sandra Deleon,F,2008-06-06,2021-02-12,2021-05-13,0,India,United Arab Emirates,2607.75,0,1,2,834.94
IDXX04504,Adonis\AS-881,Ms. Mary Damico,F,1994-12-05,2021-12-28,2022-02-18,1,Micronesia,Comoros,11995.99,2,1,2,
IDXX94942,Adonis\AS-703,Ms. Leanne Johnson,F,1986-09-09,2021-02-12,2021-08-12,1,Svalbard and Jan Mayen,South Africa,12034.94,2,0,1,1497.49
IDYY10817,Calisto\CS-072,Mr. Mark Tabak,M,1993-11-06,2021-07-30,2021-10-02,1,Colombia,British Indian Ocean Territory,16284.19,1,0,2,3030.17
IDYY33880,Calisto\CS-872,Ms. Ellen Oldham,F,2003-10-12,2021-07-16,2022-04-19,1,Ethiopia,Algeria,4575.11,0,1,1,815.69
IDYY00436,Calisto\CS-489,Ms. Veronica Rousse,F,2006-03-10,2021-06-06,2022-01-07,0,Qatar,Macedonia [FYROM],3252.19,2,1,1,397.68
IDYY03144,Calisto\CS-095,Mr. George Wright,M,1985-11-19,2021-10-15,2022-08-31,1,Madagascar,Brazil,10409.15,2,1,1,
IDXX75516,Adonis\AS-897,Ms. Victoria Holmes,F,1993-09-08,2021-03-22,2021-12-02,1,Bahrain,Antarctica,11814.52,1,0,1,1579.91
IDZZ27008,Omega\OG-005,Ms. Caprice Morgan,F,2009-03-24,2021-10-17,2022-07-31,0,Spain,Chad,3532.42,0,1,2,756.38
IDYY08990,Calisto\CS-623,Mr. Henry Vargas,M,1985-02-12,2021-10-15,2021-12-14,1,Andorra,Botswana,7600.97,2,0,2,1513.43
IDXX79890,Adonis\AS-739,Ms. Kimberly Frost,F,1993-10-27,2021-07-01,2021-12-13,1,New Zealand,Russia,12993.59,2,1,2,2606.29
IDYY62628,Calisto\CS-459,Ms. Rosalind Slayton,F,2003-09-18,2021-01-06,2021-07-03,1,Martinique,Cook Islands,11490.88,1,1,2,2045.29
IDZZ01878,Omega\OG-834,Ms. Jessica Bean,F,1990-01-05,2021-04-22,2021-08-03,1,Pakistan,Dominica,12699.78,1,1,2,1738.64
IDXX63855,Adonis\AS-866,Ms. Jessie Paul,F,2020-11-17,2021-12-11,2022-08-28,0,Haiti,Portugal,6485.87,0,0,2,1693.51
IDZZ64413,Omega\OG-503,Ms. Barbara Bennett,F,1986-10-23,2021-08-29,2022-01-11,1,Botswana,Mozambique,1201.58,0,0,2,
IDYY64315,Calisto\CS-931,Ms. Lynn Mccarter,F,1994-10-29,2021-11-13,2022-05-16,1,American Samoa,Oman,15109.37,2,1,1,1346.82
IDXX65952,Adonis\AS-007,Ms. Carolyn Gonzales,F,1980-10-12,2021-11-09,2022-01-22,1,Liberia,Romania,5500.23,0,1,2,1436.1
IDYY96290,Calisto\CS-341,Mr. Jeffrey Agrela,M,2013-07-19,2021-07-28,2021-12-16,0,Nigeria,United Arab Emirates,5059.5,2,1,2,893.75
IDZZ38806,Omega\OG-710,Ms. Mary Masztal,F,2002-08-17,2021-10-22,2022-09-05,1,Uruguay,Luxembourg,11007.5,1,0,1,
IDXX39391,Adonis\AS-241,Ms. Aida Lim,F,1996-08-28,2021-11-01,2022-07-08,1,Guernsey,Bhutan,7936.0,1,0,1,1188.51
IDYY22841,Calisto\CS-236,Mr. Eric Bowen,M,1988-07-30,2021-08-23,2021-12-16,1,Niue,Guam,6148.02,0,0,2,1519.41
IDYY99929,Calisto\CS-073,Ms. Vonda Carmichael,F,1995-11-14,2021-03-25,2021-08-16,1,Somalia,São Tomé and Príncipe,4434.86,2,1,2,
IDXX78051,Adonis\AS-109,Mr. Marvin Mason,M,1982-04-05,2021-07-03,2022-03-01,1,South Korea,Sierra Leone,13531.28,2,1,1,1491.02
IDXX77579,Adonis\AS-368,Mr. Brent Bayless,M,2013-04-22,2021-11-13,2022-05-07,0,Costa Rica,Panama,353.27,1,1,2,324.84
IDZZ99327,Omega\OG-087,Mr. John Hammond,M,2001-01-08,2021-11-16,2022-01-26,1,Hong Kong,Tunisia,9895.24,1,1,2,
IDZZ11151,Omega\OG-014,Ms. June Armstrong,F,2007-06-27,2021-11-11,2022-11-09,0,Pitcairn Islands,Bulgaria,16850.52,1,0,1,
IDXX98379,Adonis\AS-938,Mr. John Barnes,M,2006-10-03,2021-12-16,2022-09-24,0,Togo,Macedonia [FYROM],4208.98,2,0,2,
IDXX19465,Adonis\AS-950,Ms. Deborah Stephens,F,2011-05-15,2021-02-10,2021-05-15,0,San Marino,Iraq,2944.48,0,0,2,990.56
IDZZ10740,Omega\OG-694,Mr. David Mcguigan,M,2021-09-28,2021-11-15,2022-09-21,0,Ghana,Macau,12156.81,2,1,1,823.39
IDYY89558,Calisto\CS-469,Mr. James Purvis,M,1987-06-16,2021-08-09,2022-08-08,1,Papua New Guinea,Albania,13274.17,1,1,1,
IDZZ12125,Omega\OG-787,Ms. Celeste Meiners,F,2008-12-11,2021-06-11,2021-08-21,0,Russia,Australia,9994.57,0,1,2,1448.38
IDZZ99005,Omega\OG-374,Mr. Joseph Glenn,M,1990-09-09,2021-06-02,2021-09-07,1,Guadeloupe,Bahamas,1824.79,1,0,2,617.88
IDXX03240,Adonis\AS-982,Mr. Hugh Woodward,M,1980-02-03,2021-09-02,2022-08-13,1,Mongolia,Isle of Man,6926.63,2,0,2,1687.9
IDXX56254,Adonis\AS-151,Ms. Jean Leone,F,1998-11-26,2021-02-07,2021-10-17,1,Bolivia,Gaza Strip,11686.71,2,1,2,2376.01
IDZZ00225,Omega\OG-581,Mr. Gerald Kuman,M,2012-07-16,2021-06-26,2022-02-07,0,Austria,Niue,16843.51,1,1,1,1181.72
IDZZ98273,Omega\OG-082,Mr. Brandon Huston,M,2020-06-26,2021-05-26,2021-07-16,0,Cuba,Niue,10990.3,1,1,2,1467.19
IDXX51199,Adonis\AS-289,Mr. Armand Denson,M,1992-06-27,2021-05-26,2021-07-23,1,Syria,Côte d'Ivoire,5462.97,0,0,2,1583.08
IDZZ52887,Omega\OG-944,Mr. Christopher Powell,M,1988-04-25,2021-03-15,2022-01-06,1,Saint Kitts and Nevis,Nepal,13821.52,2,0,1,1137.17
IDXX15371,Adonis\AS-371,Ms. Brenda Garrell,F,2016-04-12,2021-06-13,2021-06-19,0,India,Taiwan,4328.75,1,0,3,1595.63
IDZZ87417,Omega\OG-907,Ms. Shirley Joseph,F,1991-02-14,2021-09-27,2022-01-08,1,Peru,Swaziland,11168.11,1,1,2,1571.07
IDZZ62020,Omega\OG-200,Ms. Dorothy Estevez,F,1989-05-14,2021-12-30,2022-05-02,1,Taiwan,Argentina,18342.19,1,0,2,2620.69
IDXX83352,Adonis\AS-800,Ms. Sabine Lowery,F,1997-10-11,2021-04-20,2021-09-13,1,Tanzania,Macedonia [FYROM],5505.95,0,0,2,1595.44
IDZZ89617,Omega\OG-246,Ms. Geraldine Mann,F,2012-12-26,2021-03-23,2022-03-02,0,Kenya,British Virgin Islands,11343.35,1,1,1,880.6
IDZZ86858,Omega\OG-029,Mr. William Madison,M,1986-10-29,2021-05-12,2021-10-24,1,Palestinian Territories,El Salvador,12205.07,1,1,2,
IDYY97945,Calisto\CS-287,Mr. Vincent Ulrich,M,2017-10-04,2021-11-30,2022-11-03,0,Estonia,Denmark,962.65,2,0,1,
IDXX00391,Adonis\AS-790,Mr. Romeo Sorensen,M,2005-12-29,2021-01-14,2021-04-04,0,Lebanon,Madagascar,5973.0,0,1,2,1434.26
IDZZ46909,Omega\OG-740,Mr. Nicholas Gifford,M,2011-03-13,2021-04-28,2022-03-24,0,Bolivia,Cape Verde,5639.93,2,0,1,
IDZZ03505,Omega\OG-928,Ms. Mary Munos,F,1985-03-04,2021-12-21,2022-07-21,1,Puerto Rico,United States,3532.89,1,1,1,556.65
IDZZ61960,Omega\OG-810,Ms. Rosalyn Little,F,2020-12-02,2021-08-26,2022-02-20,0,São Tomé and Príncipe,Dominica,7654.39,2,1,2,991.79
IDZZ08043,Omega\OG-586,Mr. Robert Knotts,M,1981-03-18,2021-06-12,2022-03-09,1,Bangladesh,Senegal,10824.62,1,0,1,1064.71
IDZZ10812,Omega\OG-618,Ms. Marsha Payne,F,2017-07-01,2021-08-21,2022-02-23,0,South Georgia and the South Sandwich Islands,Côte d'Ivoire,7481.58,1,1,1,671.04
IDXX73234,Adonis\AS-190,Mr. Jeff Forsyth,M,1986-11-12,2021-06-25,2022-03-31,1,Tunisia,Gibraltar,1378.39,0,1,1,
IDYY63740,Calisto\CS-479,Ms. Olga Yates,F,1983-03-09,2021-04-02,2021-05-19,1,Luxembourg,Honduras,8899.6,1,0,2,1846.9
IDYY45241,Calisto\CS-885,Mr. Vaughn Marusarz,M,2006-10-01,2021-01-19,2021-11-26,0,Syria,Gambia,5925.11,0,1,1,804.14
IDYY78342,Calisto\CS-609,Ms. Helen Sherman,F,1983-12-02,2021-09-06,2021-09-30,1,Syria,Kenya,3878.35,1,0,2,1043.99
IDXX34778,Adonis\AS-374,Mr. Adam Roberts,M,1983-10-07,2021-02-06,2021-04-18,1,Antarctica,Serbia,13366.43,1,0,2,
IDXX17864,Adonis\AS-068,Mr. Ryan Furbee,M,2018-03-28,2021-11-12,2022-07-28,0,Malawi,Vietnam,8702.03,1,1,1,1041.25
IDYY54016,Calisto\CS-175,Ms. Anne Green,F,1994-09-26,2021-05-23,2022-02-02,1,Algeria,Norway,3647.24,0,0,1,822.01
IDXX14261,Adonis\AS-271,Ms. Marissa Wetzel,F,2021-09-30,2021-06-17,2022-01-08,0,Martinique,Senegal,5008.24,0,1,2,
IDZZ06755,Omega\OG-942,Ms. Mandi Calhoun,F,2002-02-07,2021-10-26,2022-10-20,1,Tanzania,Saudi Arabia,3545.15,1,1,1,564.2
IDYY84818,Calisto\CS-694,Ms. Colleen Hernandez,F,1991-05-15,2021-04-08,2021-08-22,1,Myanmar [Burma],Libya,7886.5,0,0,2,
IDZZ89599,Omega\OG-098,Ms. Charlotte Franks,F,2014-07-26,2021-02-17,2021-05-04,0,Iran,Greenland,6824.63,2,1,2,
IDYY04240,Calisto\CS-598,Ms. Lillian Allison,F,1990-07-14,2021-03-31,2021-05-08,1,Sri Lanka,North Korea,5865.38,2,1,3,1543.37
IDXX72373,Adonis\AS-391,Mr. Jose Cook,M,2002-06-30,2021-09-08,2022-04-27,1,Somalia,American Samoa,15929.87,1,1,1,
IDYY24947,Calisto\CS-779,Ms. Demetra Ridings,F,1989-10-20,2021-11-05,2022-04-04,1,Nepal,Estonia,5578.96,0,1,2,
IDYY45928,Calisto\CS-707,Ms. Joy Austin,F,1995-09-17,2021-05-15,2021-08-05,1,Luxembourg,Congo [Republic],5647.02,2,0,2,1212.01
IDZZ10144,Omega\OG-850,Ms. Lisa Coleman,F,2004-10-17,2021-01-30,2021-04-13,1,Micronesia,Dominican Republic,14703.77,1,0,2,2168.17
IDYY54914,Calisto\CS-362,Ms. Nancy Pattison,F,2012-10-13,2021-12-24,2022-07-25,0,Guernsey,South Korea,9348.24,0,0,1,
IDZZ62389,Omega\OG-682,Ms. Kathleen Knuth,F,1985-09-19,2021-10-24,2022-07-27,1,Tajikistan,Guernsey,5773.39,2,0,1,
IDXX13410,Adonis\AS-168,Mr. Juan Jacobs,M,2021-04-20,2021-02-14,2021-12-09,0,Peru,Tonga,10689.7,2,1,1,1147.66
IDZZ41841,Omega\OG-228,Mr. John Minor,M,2001-07-12,2021-10-01,2021-11-12,1,Bahamas,Mauritius,15401.5,2,0,2,2142.96
IDXX56350,Adonis\AS-333,Mr. Robert Tolliver,M,2020-07-25,2021-05-27,2021-11-12,0,Seychelles,Svalbard and Jan Mayen,9361.37,1,1,2,1950.12
IDXX34182,Adonis\AS-049,Ms. Bethany Otero,F,1984-02-01,2021-10-23,2022-09-25,1,Tunisia,Singapore,10330.0,1,1,2,
IDYY37711,Calisto\CS-860,Ms. Nancy Peterson,F,1980-10-17,2021-08-18,2021-10-22,1,Tonga,Seychelles,13803.99,1,0,2,2631.44
IDZZ43988,Omega\OG-057,Ms. Monique Murray,F,1986-04-19,2021-05-10,2021-12-31,1,Tuvalu,France,15660.6,1,1,1,1215.26
IDZZ38041,Omega\OG-849,Ms. Carla Chavez,F,1985-11-21,2021-09-27,2021-10-24,1,Liechtenstein,Netherlands,632.29,0,0,3,634.4
IDZZ72570,Omega\OG-763,Ms. Kari Rockwell,F,2014-04-15,2021-02-25,2021-09-28,0,Iceland,Togo,6460.58,1,0,1,
IDZZ04243,Omega\OG-833,Ms. Elnora Rowe,F,1999-07-08,2021-01-24,2021-02-24,1,Aruba,Tuvalu,12613.32,2,1,2,1627.88
IDYY24282,Calisto\CS-845,Ms. Wanda Shalash,F,1984-09-18,2021-03-01,2021-08-21,1,São Tomé and Príncipe,Saint Lucia,7595.71,1,1,2,
IDXX80463,Adonis\AS-438,Mr. Craig Finnie,M,1986-07-15,2021-03-20,2021-12-26,1,Chile,United Kingdom,12014.23,2,1,2,2430.11
IDXX18006,Adonis\AS-355,Ms. Sarah Erickson,F,2020-01-25,2021-05-15,2021-12-22,0,Svalbard and Jan Mayen,Greenland,1934.19,1,0,1,493.32
IDYY69841,Calisto\CS-301,Ms. Sarah Acuff,F,1986-07-29,2021-01-02,2021-02-02,1,Bangladesh,Nauru,8676.03,2,1,2,1513.78
IDZZ84745,Omega\OG-507,Mr. Darrell Giorgio,M,2009-05-07,2021-04-11,2021-12-07,0,Tunisia,American Samoa,17853.23,2,0,1,1260.77
IDYY65129,Calisto\CS-884,Ms. Jerrie Fleming,F,2009-04-21,2021-03-14,2021-03-25,0,Turkmenistan,Madagascar,6561.76,1,1,2,1217.71
IDZZ39402,Omega\OG-895,Mr. Brandon Lobb,M,1985-10-20,2021-08-07,2022-06-26,1,Jersey,Moldova,2251.57,2,1,2,506.64
IDXX71130,Adonis\AS-002,Ms. Ebony Forrest,F,1988-01-20,2021-06-13,2021-08-06,1,Philippines,Antigua and Barbuda,16681.14,2,0,2,
IDYY47051,Calisto\CS-953,Mr. Moses Garcia,M,2016-03-25,2021-06-11,2021-11-04,0,Palau,Guyana,17999.84,1,1,2,
IDZZ81099,Omega\OG-673,Mr. Ryan Smith,M,1991-12-04,2021-05-21,2022-03-31,1,Japan,Turkey,8537.08,0,0,1,1023.71
IDXX89491,Adonis\AS-488,Mr. Brian Simmons,M,2011-11-18,2021-11-05,2022-08-12,0,Somalia,Turkmenistan,3998.16,2,0,1,592.96
IDZZ62803,Omega\OG-497,Mr. Anthony Hoskins,M,1992-03-20,2021-01-05,2021-09-19,1,Vietnam,Gambia,13106.5,2,0,2,1873.76
IDYY47987,Calisto\CS-902,Mr. John Columbus,M,2019-07-21,2021-03-13,2022-01-23,0,Burundi,New Zealand,13959.38,2,0,2,2415.19
IDYY35911,Calisto\CS-912,Ms. Thelma Marlatt,F,1997-07-15,2021-08-29,2021-11-14,1,El Salvador,Trinidad and Tobago,3028.52,0,0,2,
IDXX21982,Adonis\AS-437,Ms. Leigh Hendren,F,2017-07-27,2021-09-12,2022-06-20,0,Bhutan,Norway,6947.85,0,1,1,
IDXX31139,Adonis\AS-956,Mr. Marcus Hickson,M,1983-02-19,2021-08-01,2021-10-09,1,Bosnia and Herzegovina,Jersey,1620.92,0,0,2,
IDXX72001,Adonis\AS-061,Ms. Ebony Fuller,F,2021-01-10,2021-01-21,2021-07-02,0,Montenegro,Taiwan,9138.97,1,1,2,1914.84
IDZZ95804,Omega\OG-283,Ms. Betty Peralta,F,1993-07-20,2021-05-10,2022-05-06,1,Comoros,Cuba,13757.58,1,0,1,1235.87
IDZZ93171,Omega\OG-124,Mr. Nathaniel Eger,M,1985-10-19,2021-03-30,2021-10-10,1,Czech Republic,Svalbard and Jan Mayen,3106.92,2,0,2,670.05
IDZZ75567,Omega\OG-593,Ms. Lena Appel,F,1986-11-29,2021-07-19,2022-06-21,1,Liechtenstein,Uruguay,11010.55,1,0,1,1072.14
IDYY22285,Calisto\CS-080,Ms. Rosa Greenblatt,F,1998-09-20,2021-03-28,2021-05-02,1,Cameroon,Yemen,4042.61,2,1,3,1148.19
IDXX61700,Adonis\AS-344,Mr. Sheldon Lindsey,M,2017-03-22,2021-08-30,2022-05-21,0,Saint Kitts and Nevis,Sri Lanka,15142.33,1,0,2,3331.11
IDXX33086,Adonis\AS-696,Mr. Justin Roberson,M,2021-05-10,2021-11-09,2022-10-22,0,Indonesia,Ethiopia,8213.03,0,1,2,
IDYY53116,Calisto\CS-248,Mr. John Armstead,M,1991-09-07,2021-03-02,2021-12-04,1,Cook Islands,Seychelles,15227.65,2,0,2,
IDZZ36311,Omega\OG-827,Ms. Ronda Kanas,F,2011-02-10,2021-06-03,2021-12-14,0,Anguilla,Chile,6065.77,0,0,1,
IDYY14934,Calisto\CS-207,Ms. Josefine Mullins,F,1990-02-25,2021-03-14,2021-08-13,1,Slovenia,Anguilla,7658.9,1,0,2,
IDYY02334,Calisto\CS-459,Mr. Keith Otte,M,2013-10-07,2021-12-28,2022-07-08,0,French Polynesia,Fiji,3315.34,1,0,1,567.66
IDZZ72647,Omega\OG-683,Ms. Kathy Symonds,F,1998-05-23,2021-06-22,2022-01-13,1,Liechtenstein,Iraq,3254.49,2,0,1,500.5
IDXX38222,Adonis\AS-468,Ms. Stephanie Ybarra,F,1995-02-03,2021-05-26,2022-02-04,1,Panama,Guadeloupe,2236.95,1,1,1,560.94
IDZZ97535,Omega\OG-872,Mr. Jason Woody,M,2018-02-06,2021-05-31,2021-12-29,0,United States,Iraq,11148.09,2,1,1,776.32
IDXX69156,Adonis\AS-478,Ms. Cindy Jones,F,1986-06-12,2021-08-29,2022-08-17,1,Sweden,Lithuania,633.62,1,1,1,420.47
IDXX66641,Adonis\AS-424,Ms. Dan Alm,F,1983-06-15,2021-06-30,2022-02-21,1,United Arab Emirates,South Georgia and the South Sandwich Islands,12146.02,1,0,1,1615.53
IDXX48586,Adonis\AS-763,Mr. Luke Hunter,M,2014-12-21,2021-02-21,2021-12-31,0,United States,Estonia,8059.49,0,1,1,1088.35
IDXX22206,Adonis\AS-447,Ms. Judy Nester,F,2002-05-25,2021-09-25,2022-02-08,1,Latvia,Mayotte,7988.94,0,0,2,2099.24
IDZZ50144,Omega\OG-162,Ms. Barbara Bernier,F,1980-07-28,2021-09-17,2022-08-07,1,Monaco,Angola,6208.51,0,0,2,
IDZZ71161,Omega\OG-618,Ms. Elizabeth Madrid,F,2017-04-03,2021-12-06,2022-03-02,0,Mexico,Bolivia,6140.38,2,0,2,
IDYY85932,Calisto\CS-310,Mr. Harold Coombs,M,1990-10-29,2021-05-31,2021-12-16,1,San Marino,Grenada,7801.84,1,0,1,1053.58
IDZZ63255,Omega\OG-305,Ms. Nancy Tague,F,2014-10-03,2021-02-26,2021-08-14,0,Lithuania,Gambia,5742.18,0,1,2,993.79
IDXX38873,Adonis\AS-755,Mr. Donald Matthews,M,2004-12-11,2021-12-07,2022-03-21,1,U.S. Virgin Islands,Russia,11104.69,2,1,2,
IDZZ96919,Omega\OG-430,Ms. Sandra Eastburn,F,2000-01-26,2021-12-12,2022-08-21,1,Brazil,Belgium,9048.83,1,0,2,
IDXX46978,Adonis\AS-980,Ms. Marie Tate,F,2018-05-05,2021-04-13,2021-06-08,0,Mauritius,Chile,11812.03,1,1,2,2399.02
IDYY65061,Calisto\CS-972,Mr. Philip Torrez,M,2003-09-27,2021-06-15,2021-08-04,1,Gambia,Russia,10222.05,1,1,2,1850.99
IDYY82827,Calisto\CS-520,Ms. Karen Griggs,F,1982-03-31,2021-08-06,2021-10-26,1,Trinidad and Tobago,Cocos [Keeling] Islands,17641.89,2,1,2,2813.2
IDYY05626,Calisto\CS-975,Ms. Martha Friedrichs,F,1988-04-24,2021-11-23,2022-09-10,1,France,Barbados,6799.59,1,1,2,1359.62
IDXX33191,Adonis\AS-716,Mr. Michael Holliman,M,1980-03-08,2021-02-12,2021-08-28,1,Congo [Republic],Mayotte,3528.16,1,1,2,995.85
IDYY76612,Calisto\CS-825,Ms. Samantha Knights,F,2005-11-16,2021-09-16,2022-02-18,1,Malaysia,Pakistan,4495.36,2,0,2,1014.65
IDZZ60944,Omega\OG-278,Ms. Gloria Whittaker,F,1981-08-28,2021-11-09,2022-05-21,1,Thailand,Pakistan,3602.0,2,1,2,
IDYY47220,Calisto\CS-927,Ms. Connie Guillory,F,1998-07-28,2021-09-26,2022-04-25,1,Uzbekistan,Mayotte,6355.51,2,1,1,
IDYY57652,Calisto\CS-537,Mr. Marc Conerly,M,1998-11-03,2021-09-26,2021-10-09,1,Chad,Côte d'Ivoire,2788.13,1,1,3,986.21
IDXX91036,Adonis\AS-667,Mr. Norman Nelson,M,2010-11-29,2021-01-23,2021-05-31,0,Slovenia,Brazil,9470.06,2,0,2,2094.96
IDYY86896,Calisto\CS-020,Ms. Lori Henry,F,2008-02-27,2021-06-14,2021-07-04,0,Bermuda,Western Sahara,5116.15,1,1,3,
IDXX38898,Adonis\AS-914,Mr. Jason Gorski,M,1985-08-18,2021-07-30,2021-11-14,1,Estonia,Montserrat,8273.26,0,1,2,1944.27
IDXX53758,Adonis\AS-530,Mr. John Perry,M,1983-04-10,2021-02-16,2021-12-19,1,Lebanon,Mayotte,5289.28,1,1,2,1306.55
IDXX01844,Adonis\AS-355,Mr. Timothy Springer,M,2005-06-19,2021-04-07,2021-07-08,1,New Caledonia,Mauritania,19679.18,1,1,2,3904.87
IDYY45620,Calisto\CS-936,Ms. Jessica Newman,F,1995-01-12,2021-01-24,2021-09-25,1,Sweden,Bahrain,4521.5,2,0,2,1022.73
IDYY53074,Calisto\CS-076,Ms. Cynthia Kimbrough,F,2000-03-10,2021-01-17,2021-10-17,1,Denmark,Indonesia,10977.19,2,1,2,1850.18
IDXX57440,Adonis\AS-534,Mr. Gene Sutton,M,2009-08-20,2021-12-09,2022-05-02,0,Vietnam,Isle of Man,10164.13,2,1,2,2014.08
IDZZ05752,Omega\OG-425,Mr. Warren Pierce,M,2012-09-04,2021-05-15,2021-08-27,0,Somalia,Samoa,15729.72,2,0,2,2067.79
IDXX89077,Adonis\AS-446,Mr. Pedro Baer,M,1991-09-16,2021-11-06,2022-09-26,1,Yemen,Latvia,5021.33,1,0,1,
IDYY26819,Calisto\CS-151,Mr. Bobby Wade,M,2012-12-06,2021-02-12,2022-01-30,0,Costa Rica,Germany,9465.6,0,0,2,
IDXX80101,Adonis\AS-905,Ms. Pamela Truong,F,1992-03-15,2021-12-23,2022-09-01,1,Saint Lucia,Armenia,10339.0,2,1,1,1200.29
IDZZ28640,Omega\OG-082,Mr. Ross Burke,M,2021-07-04,2021-10-31,2022-04-21,0,Falkland Islands [Islas Malvinas],Mauritania,9378.22,0,0,2,
IDXX29680,Adonis\AS-839,Ms. Juanita Mancilla,F,2011-10-12,2021-01-30,2021-11-07,0,Saudi Arabia,Rwanda,3312.59,2,0,2,862.22
IDXX35878,Adonis\AS-484,Ms. Dolores Andrade,F,2007-10-30,2021-10-14,2022-04-05,0,India,Malawi,6170.08,2,1,2,
IDYY26507,Calisto\CS-417,Ms. Virginia Melanson,F,1993-06-27,2021-03-13,2021-04-21,1,Bermuda,Saint Pierre and Miquelon,1780.15,2,0,2,579.0
IDYY20052,Calisto\CS-266,Ms. Helen Patterson,F,1994-04-15,2021-07-28,2021-09-24,1,Ireland,Christmas Island,12528.14,2,0,2,
